lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E07000216,40,7.78,0.69,1.29,27.57,63.39,9.04,3.35,53.28,12.33,2.69,1.62,1.16,0.31,97.39,5.9,74.5,8.03,4.11,2.6,16.37,7.21,6.39,41.66,28.16,56.01,9.23,26.3,115665,0.25,76.34,0.21,0.19,0.52,15.4,75.91,8.07,12.92,1.96,67.01,10.13,14.91,2.36,1
E07000217,37,7.05,0.73,1.3,30.58,60.66,8.75,14.13,59.17,9.63,2.59,1.82,6.28,0.5,91.27,5.91,74.42,6.47,3.79,2.03,14.73,8.29,7.35,41.4,28.29,55.37,9.47,28.05,89840,0.29,71.34,0.68,0.26,5.06,15.12,76.18,9.4,12.16,2.75,66.49,9.03,10.48,6.72,1
E07000218,39,7.9,1.2,2.33,30.49,58.04,11.47,2.18,56.52,9,1.83,2.6,0.57,0.19,98.64,9.17,67.85,6.06,3.18,1.27,14.69,9.41,7.98,43.98,24.93,56.63,10.03,25.37,61860,0.1,81.1,0.16,0.05,0.14,11.19,74.93,7.02,15.47,3.56,74.76,7.74,10.02,0.36,1
E07000219,38,7.28,1.37,2.44,31.87,57.38,10.75,15.09,58.02,5.84,2.06,2.94,3.95,0.28,95.08,9.75,67.38,6.33,2.19,1.23,11.11,8.44,9.21,42.07,26.64,55.88,10.44,25.42,119132,0.09,76.94,0.6,0.02,1.58,11.72,76.76,5.74,15.3,5.4,67.76,12.27,9.38,0.26,1
E07000220,39,7.61,0.99,1.75,29.65,61.26,9.09,2.49,58.91,7.84,2.08,2.64,3.74,0.97,93.97,7.69,70.32,6.47,3.13,1.55,13.01,8.47,8,41.16,28.06,55.66,10.31,25.71,87453,0.19,74.83,2.04,0.05,0.64,13.77,76.07,6.84,14.42,3.07,71.44,9.94,8.87,0.54,1
E07000221,42,7.94,0.86,1.54,26.98,63.68,9.33,1.14,54.77,12.57,2.11,1.98,0.55,0.12,98.69,7.04,71.5,7.54,3.8,1.92,16.02,7.69,6.47,43.17,27.15,58.69,9.62,23.06,111484,0.16,81.09,0.1,0.14,0.17,11.68,75.43,8.96,12.44,2.47,68.33,10.12,14.2,0.65,1
E07000222,38,7.53,0.81,1.47,26.92,64.66,8.42,4.45,56.16,8.54,3.09,2.47,5.11,0.47,92.92,7.36,71.64,6.44,3.54,2.21,12.96,8.34,7.4,37.31,30.74,51.35,9.79,30.75,125931,0.27,71.28,0.67,0.16,0.5,16.27,72.69,10.41,14.1,3.43,72.02,10.33,8.72,0.82,1
E07000223,42,7.35,0.98,2.01,26.39,64.68,8.93,14.26,53.35,9.68,2.38,2.04,1.07,0.25,97.48,8.71,66.66,7.53,2.24,2.07,11.76,8.33,8.31,35.06,31.1,53.18,11.55,24.55,59627,0.22,73.29,0.24,0.26,0.7,16.82,78.31,5.8,13.72,3.4,64.5,10.33,11.62,3.29,1
E07000224,45,7.4,0.94,2.17,23.38,69.32,7.31,6.38,49.74,10.33,2.37,2.23,0.6,0.22,98.48,9.32,65.56,7.51,3.15,2.34,13.64,7.1,7.19,33.3,32.8,54.26,11.15,22.77,140759,0.18,76.6,0.1,0.19,0.38,14.68,78.83,9.51,9.01,2.14,61.37,12.48,13.79,1.58,1
E07000225,44,7.63,0.84,1.6,24.59,67.67,7.75,1.35,48.27,12.96,2.81,1.87,0.61,0.2,98.36,7.18,70.4,8.29,4.01,2.4,15.64,6.64,6.8,36.73,30.13,55.82,9.93,24.2,106450,0.29,77.28,0.09,0.17,0.26,14.24,70.3,11.1,14.65,2.59,65.48,11.05,12.74,2.24,1
E07000226,35,6.25,0.94,1.68,31.77,58.73,9.51,22.18,62.88,6.34,2.6,2.27,8.63,1.11,88.53,7.15,71.21,5.59,2.53,1.66,11.78,9.33,10.02,36.82,26.84,51.58,11.2,29.76,99744,0.19,67.28,3.42,0.11,4.43,16.77,67.64,6.11,23.22,4.86,75.63,5.14,4.46,5.82,1
E07000227,40,7.54,0.72,1.27,29.35,62.16,8.49,2.3,56.95,11.4,2.25,1.57,0.78,0.28,97.81,5.71,74.17,7.64,3.63,2.14,15.09,7.92,6.42,43.74,26.65,58.88,9.65,23.69,122088,0.22,76.34,0.19,0.18,0.37,15.44,78.62,7.55,11.17,2.43,67.08,10.78,14.16,1.78,1
E07000228,40,7.58,0.65,1.28,30.11,60.91,8.98,3.81,57.89,10.53,2.61,1.58,1.2,0.26,97.35,5.89,74.41,7.82,3.2,2.34,13.98,7.76,6.85,43.58,26.88,57.53,9.61,24.87,127378,0.21,75.85,0.3,0.18,0.61,15.34,79.65,7.64,10.08,2.14,66.7,11.58,12.82,3.43,1
E07000229,41,7.01,0.86,1.9,24.63,68.52,6.85,30.04,54.37,9.48,2.61,2.1,1.22,0.32,97.22,9.25,66.27,7.24,2.66,2.11,12.07,8.23,7.58,31.32,36.38,49.55,12.06,27.06,97568,0.34,72.14,0.22,0.26,0.75,16.99,76.7,12.01,9.71,3.81,63.71,12.78,8.87,3.22,1
E07000234,41,8.66,1.06,1.84,30.22,58.88,10.89,4.05,55.72,10.17,2.23,2.12,0.93,0.34,97.85,7.68,71.06,7.08,3.42,1.94,14.66,7.63,7.16,45.24,24.34,59.15,9.25,23.27,87837,0.12,80.09,0.21,0.1,0.29,11.82,83.03,4.33,10.53,4.19,69.33,9.43,13.61,0.49,1
E07000235,44,8.54,1.01,1.86,26.2,64.8,9.01,1.25,50.13,12.81,2.11,1.96,0.61,0.14,98.57,8.37,69.1,7.71,3.84,2.41,15.31,7.56,6.63,40.22,27.77,57.16,9.87,23.58,72172,0.21,78.34,0.1,0.1,0.16,13.49,75,8.56,13.67,1.54,66,9.96,17.19,0.75,1
E07000236,36,6.91,1.08,1.99,33.18,56.02,10.8,14.53,61.06,6.99,2.41,3.59,2.9,0.85,94.84,7.95,70.15,5.75,2.38,1.42,11.92,10.24,9.44,42.37,25.78,53.9,11.68,27.79,78807,0.13,75.03,0.23,0.1,2.38,14.5,70.66,4.31,22.59,8.18,71.16,8.59,8.48,0.45,1
E07000237,36,6.47,0.98,1.85,29.68,61.84,8.48,28.05,59.72,6.58,3.04,2.76,2.28,0.28,96.55,7.8,69.92,6.79,2.89,1.79,12.64,10.49,8.41,37.73,29.08,50.96,11.45,30.06,93353,0.18,76.71,0.13,0.04,1.81,13.62,72.88,9.23,15.22,4.97,66.92,13.78,7.03,1.2,1
E07000238,41,7.65,0.9,1.85,28.81,61.72,9.47,1.7,54.71,11.48,2.2,2.23,0.42,0.15,98.82,7.43,70.42,7.21,3.53,2.04,16.46,8.72,6.7,43.55,25.36,58.86,10.02,23.04,112957,0.09,81.27,0.05,0.08,0.21,11.46,76.09,6.44,14.83,1.67,69.38,9.56,14.42,0.51,1
E07000239,40,7.71,1.07,2.02,28.56,60.03,11.41,4.96,55.72,8.79,2.07,3.04,0.97,0.15,98.17,8.87,67.46,7,2.77,1.71,13.28,9.42,8.4,40.81,26.92,54.38,11.26,25.62,96981,0.14,79.43,0.12,0.04,0.59,11.69,75.77,6.79,14.76,2.64,69.38,10.96,12.23,0.41,1
E07000240,38,7.39,0.78,1.33,30.53,60.7,8.77,8,57.54,10.3,2.55,1.7,3.82,1.01,93.1,5.9,75.48,6.69,4.45,2.24,15.58,8.54,6.91,41.83,27.39,55.61,8.91,28.66,129005,0.27,71.03,0.73,0.92,2.62,17.46,76.89,8.62,12.54,3.66,68,9.39,12.5,3.41,1
E07000241,38,7.28,0.81,1.62,29.19,61.38,9.43,7.53,53.53,8.34,3.95,2.01,3.14,1.37,93.66,7.39,71.18,6.63,2.92,2.49,13.66,8.03,8.66,37.24,28.7,51.47,9.77,30.5,97553,0.37,69.93,1.06,0.67,1.13,18.07,63.49,6.55,26.82,2.99,73.81,8.43,7.57,3.09,1
E07000242,37,6.93,0.73,1.25,31,59.71,9.3,2.71,58.8,10.81,2.31,1.6,1.35,0.38,97.11,5.82,75.17,6.94,3.85,1.87,15.38,9.53,6.83,44.22,25.8,56.45,9.27,27.62,128919,0.24,74.5,0.35,0.29,0.54,16.99,76.3,8.15,12.75,2.01,70.26,10.3,11.83,2.28,1
E07000243,35,6.1,0.85,1.87,32.68,58.56,8.76,30.7,59.72,7.15,2.83,2.86,2.52,1.16,94.58,7.33,70.95,6.18,2.32,1.81,12.17,9.6,10.4,37.52,28.74,51.39,12.33,28.95,79715,0.2,67.05,0.68,0.2,1.09,21.89,62.69,4.72,30.78,5.31,72.37,8.11,6.66,3.06,1
E07000244,42,7.61,1.01,2.13,26.93,64.83,8.24,1.8,50.47,9.34,2.07,3,0.54,0.23,98.45,8.63,67.48,8.95,2.74,2.32,15.26,7.79,7.28,37.91,29.51,56.8,10.8,22.77,227483,0.18,75.06,0.09,0.09,0.24,15.97,73.46,10.8,13.35,3.31,65.74,9.22,11.17,0.6,1
E07000245,37,6.32,0.81,1.62,29.14,62.2,8.66,1.49,59.78,8.77,1.98,2.2,0.7,0.9,96.55,6.96,71.49,6.75,3.24,1.7,15.76,8.52,7.18,42.35,27.68,56.28,10.51,25.54,153703,0.19,74.43,0.09,0.13,0.27,15.81,67.27,11.73,16.3,2.08,72.1,10.86,9.1,0.25,1
E07000246,42,7.39,0.94,1.91,25.79,66.48,7.73,1.16,50.75,11.18,2.22,2.57,0.62,0.17,98.63,8.67,67.85,7.35,3.48,2.25,13.46,8.24,7.86,35.15,31.48,52.98,11.78,25.34,137374,0.21,75.96,0.11,0.07,0.25,15.45,70.91,10.09,15.81,2.49,63.24,13.89,12.13,0.3,1
E08000001,37,7.07,1.37,2.44,31.98,57.77,10.25,18.67,52.44,7.05,2.46,3.47,9.25,0.62,89.02,10.98,67.04,5.28,2.41,1.56,10.11,8.46,10.72,37.18,30.58,51.31,11.37,28.42,261037,0.1,74.56,2,0.06,7.07,8.75,69.12,6,21.8,8.76,67.96,10.66,8.49,0.88,1
E08000002,37,7.27,1.17,2.21,32.28,57.19,10.53,18.15,54.9,8.08,2.13,2.78,4.37,0.47,93.88,9.94,67.8,5.3,2.6,1.53,11.26,8.72,10.71,38.88,28.93,52.06,11.23,28.31,180608,0.14,73.68,0.37,4.94,3.74,10.16,75.21,6.69,15.89,7.09,66.02,10.91,10.71,1.81,1
E08000003,31,5.18,1.26,2.34,28.1,63.66,8.24,33.97,41.76,4.61,4.44,5.02,10.44,4.52,80.96,12.5,64.58,5.6,2.95,2.52,8.97,8.22,15.14,21.04,39.1,32.1,11.82,47.84,392819,0.55,62.42,0.73,0.78,9.12,15.97,41.51,15.94,39.15,16.82,60.61,6.3,3.48,9.06,1
E08000004,36,7.13,1.27,2.44,33.81,56.05,10.14,15.26,52.26,6.78,2.14,3.69,12.07,0.57,86.14,11.23,65.69,4.6,2.28,1.46,9.99,8.9,11.53,36.81,29.51,51.11,11.78,28.03,217273,0.11,72.62,0.61,0.04,11.06,8.92,68.06,6.34,22.79,10.55,64.47,12.42,8.7,0.65,1
E08000005,36,7.07,1.3,2.34,33.58,56.35,10.07,12.99,51.09,7,2.15,3.89,10.04,0.32,88.57,11.22,66.1,4.8,2.4,1.52,10.37,9.24,11.56,35.95,30.36,49.85,12.3,29.17,205357,0.12,72.1,0.24,0.09,9.37,10.79,66.09,6.47,24.75,7.78,66.82,11.8,8.77,0.59,1
E08000006,36,6.37,1.38,2.64,28.05,61.91,10.04,22.24,49.9,5.4,2.99,3.81,1.93,0.58,96.13,12.52,64.67,5.09,2.34,1.68,9.93,8.48,12.49,29.25,36.7,42.69,12.06,35.42,216103,0.22,76.46,0.32,2.4,1.2,11.01,55.89,8.81,31.16,8.23,69.05,9.05,6.48,3.22,1
E08000007,39,7.58,1.04,1.98,30.04,59.85,10.11,22.57,55.88,8.39,2.38,2.47,2.56,0.42,95.68,9.08,69.23,5.9,2.86,1.73,11.54,8.27,9.41,37.95,30.32,52.82,10.38,28.01,284528,0.21,75.43,0.47,0.58,1.75,14.18,77.24,6.47,14.07,9.05,66.99,9.23,10.07,1.3,1
E08000008,37,6.75,1.23,2.45,31.74,57.72,10.53,20.65,55,6.52,1.97,3.26,4.27,0.27,94.57,11.61,65.22,4.83,2.11,1.25,10.01,9.34,11.73,35.7,30.99,49.16,12.01,29.5,213043,0.13,75.54,1.36,0.04,2.52,12.1,68.36,7.3,21.48,9.1,63.58,12.93,9.93,0.89,1
E08000009,38,7.2,1.05,1.91,29.43,60.71,9.85,19.82,55.26,8,2.46,2.7,4.59,1.95,91.64,8.99,69.85,5.73,3.08,1.83,11.65,7.77,9.67,36.54,31.6,51.04,10.16,30.17,210145,0.17,75.8,0.59,1.1,3.32,11.98,71.89,8.94,16.84,7.56,70.19,6.94,7.62,2.95,1
E08000010,37,7.23,1.4,2.61,32.01,56.11,11.87,16.02,53.63,6.23,1.96,3.22,0.6,0.18,98.7,11.96,65.49,5.24,2.12,1.24,10.26,8.99,10.35,41.06,27.69,53.27,10.61,27.59,301415,0.09,86.85,0.17,0.03,0.33,6.88,71.87,5.37,19.79,7.18,67.19,11.98,9.13,0.65,1
E08000011,36,6.08,1.93,3.53,35.41,51.32,13.27,17.4,44.81,4.22,2.08,5.87,0.48,0.21,98.42,13.64,65.03,5.76,1.97,1.28,8.58,7.17,17.27,32.56,29.02,45.01,11.19,34.46,150459,0.07,85.63,0.11,0.03,0.17,5.84,60.98,4.17,31.15,9.51,69.86,9.31,5.58,1.13,1
E08000012,35,6.11,1.67,3.17,29.62,59.19,11.2,39.29,41.15,4.33,3.41,6.04,2.27,1.22,94.32,13.79,64.47,5.91,2.51,1.96,8.73,6.16,16.34,26.29,36.93,37.68,11.55,41.73,439473,0.27,79.48,0.26,0.61,1.35,9.67,52.33,13.02,32.02,18.4,57.42,8.13,4.27,8.08,1
E08000013,38,7.53,1.67,2.97,31.79,55.11,13.11,12.97,50.12,5.15,2.08,4.15,0.61,0.1,98.84,12.74,64.82,5.82,2.17,1.37,9.78,7.48,11.95,39.61,27.74,52.41,10.31,28.19,176843,0.09,86.88,0.17,0.03,0.2,6.28,68.67,4.35,23.72,8.79,67.97,10.38,8.25,0.85,1
E08000014,40,7.44,1.44,2.68,30.29,57.92,11.79,18.48,48.78,6.89,2.46,3.96,0.75,0.15,98.44,11.25,67.02,6.54,2.52,1.92,10.6,6.17,11.77,35.79,30.59,50.55,10.52,28.7,282958,0.13,84.38,0.17,0.25,0.32,8.1,73.71,8.18,15.86,8.84,61.52,11.32,9.17,3.03,1
E08000015,40,7.62,1.52,2.85,30.05,59.3,10.65,19.89,49.45,5.94,2.1,4.28,0.84,0.17,98.31,11.4,66.88,6.68,2.59,1.67,9.76,6.13,12.64,34.62,32.3,49.96,11.57,28.54,312293,0.15,80.64,0.13,0.1,0.28,10.49,72.45,8.77,16.49,8.1,65.55,10.18,8.93,2.84,1
E08000016,38,7.29,1.61,3.07,30.82,58.5,10.68,6.63,48.69,6.25,1.63,3.94,0.42,0.08,99.09,14.1,61.31,6.6,2.19,1.33,12.26,8.96,10.53,39.32,27.95,53.49,11.16,26.07,218063,0.06,81.1,0.08,0.02,0.23,10.74,63.85,7.21,25.56,8.17,66.2,13.46,8.83,0.63,1
E08000017,38,6.85,1.44,2.85,31.36,58.52,10.11,5.05,50.01,6.02,1.71,4.2,1.25,0.37,97.69,11.96,64.54,6.89,2.22,1.49,12.6,8.93,9.94,39.18,27.6,53.79,11.54,25.82,286866,0.08,79.56,0.16,0.03,0.74,11.34,69.39,6.55,20.86,10.2,65.27,10.33,8.48,1.16,1
E08000018,38,7.68,1.54,2.98,31.75,57.72,10.53,8.66,52.26,5.87,1.9,3.95,2.35,0.16,96.89,12.06,64.48,6.6,2.13,1.33,12.16,8.57,9.81,40.9,27.21,55.06,10.35,25.71,248175,0.05,79.42,0.1,0.02,2.18,10.22,65.16,5.64,26.31,10.81,69.28,9.2,7.87,0.47,1
E08000019,37,7.16,1.27,2.49,27.3,63.41,9.28,13.95,49.43,6.23,3.26,4.18,4.98,1.78,91.23,11.31,65.23,6.63,2.52,2.03,10.98,8.91,9.4,33.88,31.6,47.62,9.71,33.62,513234,0.21,68.55,0.33,0.15,4.64,17.9,59.82,8.47,30.12,17.35,60.81,9.26,6.29,3.9,1
E08000021,36,6.32,1.31,2.5,26.87,64.01,9.11,22.88,44.87,5.09,3.81,4.68,5.1,0.37,93.12,11.84,65.08,6.45,3.01,2.13,10.05,8.08,10.56,29.19,35.15,41.99,10.87,38.1,259536,0.27,70.64,0.64,0.32,3.63,16.02,53.08,12.05,33.29,17.99,56.85,7.31,4.45,10.52,1
E08000022,40,7.11,1.29,2.56,28.34,61.77,9.89,23.26,53.13,5.23,2.19,4.12,1.11,0.18,98.08,11.24,64.93,5.67,2.21,1.5,10.32,7.92,10.31,35.69,33.03,51.4,11.73,26.96,191659,0.11,78.19,0.15,0.05,0.53,13.73,65.99,6.83,25.41,8.99,63.02,9.82,9.03,4.76,1
E08000023,39,6.24,1.42,2.73,30.18,58.22,11.6,23.72,47.85,4.29,2.17,6.25,1.7,0.17,97.29,12.57,63.9,6.2,1.82,1.38,11.69,6.94,13.24,33.83,32.43,48.96,11.78,28.94,152785,0.07,81.85,0.25,0.02,1.14,8.9,55.91,4.91,37.64,12.92,59.07,11.58,8.11,4.12,1
E08000024,37,6.81,1.56,2.98,31.34,56.28,12.37,20.43,49.05,4.26,2.52,4.81,1.23,0.13,98.14,12.86,63.92,6.09,1.86,1.52,8.87,8.15,12.03,37.28,29.34,49.86,10.35,30.85,280807,0.1,81.48,0.09,0.04,0.75,9.63,59.94,5.4,33.36,15.23,65.36,9.29,6.02,1.08,1
E08000025,33,6.24,1.35,2.46,32.92,57.68,9.41,36.49,46.13,5.5,3.03,5.71,20.04,6.12,70.35,10.86,65.66,5.71,2.72,1.93,10.21,6.84,13.5,30.36,33.19,45.17,10.23,36.06,977087,0.3,59.13,1.98,0.24,14.33,12.44,59.92,8.75,27.5,17.77,60.73,7.1,6.09,5.71,1
E08000026,35,6.7,1.14,2.15,31.14,59.44,9.43,30.5,50.29,5.16,3.7,3.96,12,1.8,83.98,9.97,67.41,5.86,2.21,1.98,9.05,7.85,11.66,32.55,31.31,46.35,10.62,34.32,300848,0.26,65.26,2.58,0.07,3.88,15.06,68.73,10.09,18.12,10.68,69.41,9.28,5.76,0.92,1
E08000027,39,7.72,1.39,2.38,30.05,57.49,12.46,31.15,54.82,6.53,2.04,3.94,4.19,0.95,93.68,10.03,65.8,6.76,2.08,1.42,11.59,7.81,9.15,41.65,27.05,55.65,9.19,26.23,305155,0.13,77.73,0.55,0.03,2.45,10.69,70.97,4.05,21.69,8.56,70.34,9.47,8.46,0.41,1
E08000028,36,6.31,1.56,2.76,31.59,56.89,11.52,33.06,50.79,4.53,2,5.31,14.17,3.82,79.7,11.92,62.65,5.76,1.81,1.26,10.34,7.44,12.14,34.86,30.38,50.26,10.03,29.58,282904,0.12,68.62,1.97,0.03,4.61,10.42,59.91,5.2,30.09,10.31,69.03,9.67,6.46,1.34,1
E08000029,40,7.57,1.05,1.9,31.53,57.4,11.08,11.19,55.52,7.96,2.31,2.96,2.88,0.95,94.59,8,70.89,6.47,2.82,1.85,12.87,6.8,9.32,42.26,26.27,57.28,9.09,25.2,199517,0.17,78.19,0.93,0.19,0.82,12.05,78.2,4.18,16.1,9.5,71.11,5.64,9.24,1.51,1
E08000030,37,6.87,1.48,2.68,32.26,56.03,11.7,24.39,50.96,6,1.85,4.36,10.68,1.38,86.42,10.95,64.74,6.38,2.14,1.39,11.81,7.88,10.7,39,27.3,53.76,9.59,27.34,253499,0.09,72.09,1.6,0.03,5.37,10.04,64.3,4.85,27.23,10.84,67.14,10.29,7.58,0.51,1
E08000031,37,6.8,1.44,2.62,30.52,58.47,11.01,34.07,48.82,5.42,2.63,5.32,14.67,4.6,77.79,11.68,63.56,6.5,2.2,1.74,10.68,7.16,11.72,33.4,31.75,49.03,10.13,31.28,236582,0.31,66.49,3.89,0.04,1.72,11.38,60.17,7.12,28.97,12.37,66.48,8.92,6.78,1.51,1
E08000032,35,6.81,1.2,2.25,33.94,56.66,9.39,12.76,49.69,6.79,2.53,4.37,19.09,0.93,78.27,10.15,67.27,5.59,2.47,1.86,10.7,8.42,10.38,36.5,28.84,51.53,11.01,28.95,467665,0.11,60.14,0.95,0.08,16.08,13.31,71.24,9.69,16.17,11.53,65.17,10.64,8.05,2.07,1
E08000033,38,7.22,1.02,2.02,30.66,60.56,8.78,5.29,54.64,8.04,2,3.77,5.84,0.23,93.02,9.84,67.64,5.65,2.81,1.67,11.6,9.84,9.24,36.51,30.47,51.85,12.34,26.97,192405,0.18,69.63,0.2,0.08,5.3,16.4,71.24,9.35,16.81,11.78,64.24,11.34,9.25,0.91,1
E08000034,36,7.08,1.15,2.07,31.21,59.61,9.19,9.51,52.79,7.55,2.77,3.36,11.51,1.35,85.61,9.77,67.71,6.32,2.62,1.81,12.16,8.55,9.54,38.03,30.26,52.54,10.89,28.27,388567,0.1,67.2,0.31,0.04,10.12,14.01,70.41,9.09,17.17,10.44,64.94,11.31,9.67,0.89,1
E08000035,36,6.77,1.07,2.01,28.8,62.46,8.74,12.97,52.47,6.45,3.6,3.32,5,1.44,91.85,9.82,68.31,5.97,2.73,2.01,11.1,9.03,9.81,33.35,31.65,47.12,10.58,34.1,715402,0.22,68.86,0.58,1.16,2.99,16.79,61.95,10.1,25.11,15.76,62.65,8.91,6.34,3.59,1
E08000036,38,6.98,1.42,2.73,30.94,59.02,10.04,9.31,53.04,5.81,1.92,3.53,1.56,0.14,97.74,12.28,64.6,6.52,2.34,1.35,12.23,9.38,9.71,39.56,28.32,53.41,11.69,26.14,315172,0.1,78.21,0.2,0.04,1.14,11.74,64.8,5.74,27.75,9.04,68.51,11.13,7.28,0.76,1
E08000037,39,6.75,1.44,2.87,28.28,60.8,10.92,13.43,50.17,4.53,2.01,4.04,0.86,0.15,98.4,13.03,62.58,5.91,1.94,1.46,9.24,7.59,11.46,34.74,33.44,49.63,11.2,29.41,191151,0.07,80.25,0.08,0.82,0.6,10.94,57.85,6.34,34.15,14.05,65.61,7.97,6.47,3.51,1
E09000001,38,6.57,0.61,1.14,10.49,86.63,2.88,24.79,54.64,14.62,1.93,3.56,8.88,2.56,84.55,7.36,73.75,2.35,10.65,2.17,24.03,8.41,5.14,14.89,60.47,30.99,12,52,7185,0.58,54.98,1.52,3.15,5.61,24.59,49.32,24.04,21.54,4.81,7.01,2.73,0.14,81.72,1
E09000002,34,5.72,1.3,2.69,33.91,54.66,11.42,45.43,50.39,5.72,2.37,4.51,5.53,6.98,85.19,10.71,65.49,5.74,1.97,1.37,11.82,8.17,15.17,31.78,30.79,45.57,11.67,33.57,163944,0.22,68.99,1.14,0.33,4.36,15.29,55.56,5.69,36.82,8.98,61.3,8.7,7.67,9.22,1
E09000003,35,6.5,0.99,1.46,30.86,59.43,9.72,36.27,49.37,12.23,2.83,3.4,14.36,6,74.03,7.29,72.5,5.79,4.15,2.27,13.9,6.17,9.73,34.55,31.31,47.92,8.78,35.85,314564,1.09,47.32,6.68,14.84,6.16,12.82,66.01,16.36,14.81,10.84,54.01,8.23,14.47,9.53,1
E09000004,37,6.92,0.98,1.91,31.19,57.62,11.19,36.05,55.87,8.45,2.34,2.9,4.09,2.86,91.39,7.5,70.32,6.32,2.42,1.6,12.59,8.21,9.53,38.71,28.8,53,9.9,28.61,218307,0.4,72.94,0.89,0.13,1.41,14.73,78.39,6.38,13.54,8.87,62.89,8.53,11.17,4.64,1
E09000005,33,5.7,1.27,1.73,32.97,56.06,10.97,60.94,47.82,9.04,3.65,4.98,28.8,19.86,45.27,8.64,70.04,4.37,3.43,2.27,11.33,6.32,12.75,29.24,28.95,42.5,8.65,42.76,263464,0.95,47.71,17.17,2.45,12.26,9.96,55.14,17.92,23.55,10.29,51.22,7.85,12.11,15.42,1
E09000006,38,7.17,0.79,1.65,29.13,61.15,9.72,19.68,54.53,10.09,2.24,2.67,3.16,2.91,91.59,6.96,72.45,6.38,3.65,2.12,13.67,8.15,9.2,36.42,30.83,51.75,9.84,30.13,295532,0.32,72.03,1.13,0.37,1.67,16.34,75.48,8.47,14.03,11.07,57.27,8.77,12.34,7.45,1
E09000007,32,5.58,0.93,1.33,21.55,73.03,5.41,90.85,45.16,11.5,3.22,4.94,12.13,8.27,73.17,9.13,71.27,4.21,7.63,2.32,15.94,8.67,9.69,17.89,46.09,29.11,11.34,54.45,198020,1.31,47.1,1.53,5.63,11.57,22.02,34.7,25.11,37.17,9.18,15.68,6.6,4.33,58.92,1
E09000008,35,6.39,0.94,1.59,32.28,58.57,9.14,38.21,55.02,8.57,2.69,3.85,11.98,13.33,70.16,7.56,70.71,5.4,3.07,1.84,11.72,7.42,12.48,32.38,33.14,46.43,10.99,35.61,330587,0.48,65.07,5.08,0.3,5.34,14.71,68.13,12.96,16.65,13.44,47.9,9.84,10.43,15.11,1
E09000009,33,5.74,1.15,1.66,30.97,59.5,9.53,54.2,53.39,8.14,2.95,3.93,25.73,8.79,58.73,8.26,71.07,4.11,4.41,1.81,12.13,7.87,10.48,31.28,30.55,43.77,9.02,40.66,300948,1,50.74,7.77,0.49,10.31,13.44,62.19,16.4,18.63,11.1,52.04,8.16,11.16,13.62,1
E09000010,35,6.1,1.05,1.77,32.6,56.42,10.97,33.84,49.92,8.96,2.95,4.14,8.5,10.45,77.11,8.49,69.55,5.54,3.16,2,12.05,6.72,11.25,35.2,31.41,47.97,9.96,34.48,273559,0.49,63.18,3.35,1.95,9.62,12.35,70.11,9.93,17.35,10.76,59.78,8.5,11.09,6.23,1
E09000011,34,5.67,1.06,2.04,30.18,61,8.82,45.29,49.78,7.12,3.36,5.43,7.97,11.08,77.11,9.36,68.35,4.95,3.82,1.93,11.88,8.11,14.15,25.9,36.64,39.94,12.78,39.34,214403,0.93,61.53,1.98,0.22,4.29,19.29,48.66,9.98,39.23,14.93,52.1,9.64,10.17,9.17,1
E09000012,31,4.7,1.12,1.74,29.95,63.42,6.63,106.39,43.17,8.23,3.51,6.91,9.76,24.66,59.4,10.65,68.36,4.28,4.86,2.39,10.2,9.02,13.73,19.2,40.45,31.07,12.67,50.48,202824,1.14,46.56,0.81,5.29,13.76,19.03,31.61,15.31,49.98,12.49,31.38,9.08,9.34,31.4,1
E09000013,32,5,0.82,1.2,21.62,72.23,6.15,100.73,51.91,10.31,2.25,4.97,5.23,11.13,77.83,8.22,72.99,3.24,8.43,1.74,17.01,9.08,9.93,18.44,40.28,29.03,10.65,54.72,165242,0.77,63.65,1.09,0.79,6.85,17.64,43.55,20.93,32.35,9.12,29.86,10.08,7.37,36.67,1
E09000014,32,4.91,0.97,1.49,29.15,63.07,7.78,73.17,47.13,8.99,3.53,5.82,7.84,20.03,65.62,8.95,70.16,4.44,4.72,2.23,10.91,8.66,13.61,23.74,35.86,34.61,10.98,49.15,216507,1.05,50.07,2.05,2.64,11.26,19.98,45.28,20.97,29.9,14.86,45.56,8.66,13.4,14.2,1
