lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E07000115,38,6.8,0.74,1.5,32.62,57.49,9.89,4.48,56.92,9.6,2.26,1.93,0.71,0.14,98.28,6.43,72.5,7.46,3.06,1.89,15.86,8.77,7.6,45.14,24.2,58.15,9.99,24.39,107561,0.15,76.13,0.16,0.12,0.3,15.01,75.13,5.95,16,1.93,73.29,8.33,9.88,2.93,1
E07000116,39,6.84,0.68,1.3,29.56,61.91,8.53,3.14,54.76,11.78,2.12,1.9,0.99,0.26,97.53,6.62,72.93,7.66,3.76,2.24,15.63,9.11,6.9,40.19,29.12,54.11,10.19,27.65,104030,0.26,75.03,0.19,0.17,0.57,16.02,70.97,10.54,15.7,3.51,66.19,12.92,11.54,3.09,1
E07000117,37,7.26,1.17,2.47,33.65,56.69,9.66,8.09,52.84,6.18,2.11,3.14,7.29,0.14,91.77,11.94,64.79,4.75,2.25,1.56,8.88,8.92,11.71,35.88,29.9,50.41,12.73,27.65,89542,0.11,74.46,0.28,0.03,6.58,11.04,71.93,10.65,14.97,8.56,67.54,13.39,7.34,0.38,1
E07000118,39,7.73,1.17,1.98,30.86,58.26,10.88,4.95,55.94,8.37,2.39,2.62,1.14,0.28,97.9,9.6,69.1,5.93,2.98,1.56,13.48,8.65,9.12,43.01,27.08,54.74,11.02,26.44,100449,0.2,84.04,0.18,0.05,0.64,9.08,78.5,4.82,14.27,3.41,67.9,11.94,12.53,0.59,1
E07000119,44,7.8,1.16,2.17,25.3,66.74,7.96,4.42,50.17,9.74,2.08,1.97,0.67,0.11,98.56,10.49,66.74,6.48,3.14,1.95,12.03,6.35,7.55,36.39,32.63,55.45,10.79,22.83,73217,0.12,82.42,0.16,0.54,0.25,9.63,79.27,11.85,6.91,4.64,72.08,9.41,7.78,0.56,1
E07000120,36,7.11,1.32,2.48,33.23,57.02,9.75,11.16,52.56,6.66,2.08,3.22,7.56,0.08,91.71,12.01,64.4,4.84,2.29,1.37,9.9,10.09,10.12,37.12,28.74,51.79,12.05,27.01,81496,0.08,76.3,0.05,0.03,7.19,9.2,74.66,9.15,14.03,6.22,68.61,13.45,8.34,0.42,1
E07000121,38,6.89,1.06,2.2,27.74,64.55,7.71,2.33,46.18,7.8,4,3.57,1.08,0.21,97.83,9.9,67.37,7.8,3.14,2.46,12.3,7.81,9.96,33.45,31.87,47.07,10.98,32.82,133914,0.25,76.31,0.13,0.09,0.59,13.63,72.67,14.83,10.11,5.21,62.37,14.75,10.24,0.95,1
E07000122,37,7.55,1.23,2.22,32.13,58.61,9.26,5.27,49.52,8.17,2.09,3.56,14.17,0.11,84.93,11.35,65.3,5.08,2.48,1.62,10.73,9.39,9.33,36.49,29.83,52.78,12.23,26.11,89248,0.14,65.4,0.08,0.03,13.43,13.08,74.93,9.88,12.65,6.21,64.97,15.8,9.23,0.25,1
E07000123,35,6.78,1.16,2.16,30.93,59.92,9.15,9.11,50.12,6.12,4.25,3.42,12.04,0.91,85.51,10.33,67.26,6.25,2.49,2.14,10.36,7.94,10.73,34.44,31.34,47.76,10.48,33.61,129633,0.17,71.46,2.59,0.05,8.24,9.8,68.59,8.66,19.49,10.8,68.48,9.57,5.27,1.93,1
E07000124,41,8.3,0.87,1.69,29.51,60.63,9.86,0.93,52.79,12.75,2.34,1.61,0.99,0.1,98.41,7.91,71.57,6.89,4.33,1.99,16.61,7.02,7.43,43.92,27.09,58.55,9.25,23.58,53960,0.12,85.31,0.14,0.05,0.61,8.22,81.01,9.06,7.56,2.36,67.25,11.6,14.21,0.3,1
E07000125,37,7.32,1.22,2.26,32.52,57.98,9.49,4.76,53.79,8.57,1.93,2.85,3.23,0.09,96.17,10.82,66.92,5.03,3.01,1.43,12.17,9.58,10.36,38.44,29.43,52.13,11.91,27.64,65652,0.13,75.68,0.1,0.06,2.87,13.91,71.63,7.92,17.82,5.93,67.5,12.28,11.57,0.19,1
E07000126,39,7.79,1.1,2.13,31.13,57.95,10.92,9.2,57.96,7.55,2.57,2.21,1.11,0.18,98,9.15,69.22,5.92,2.49,1.69,11.44,7.64,8.72,43.34,26.5,57.02,10.01,24.77,103867,0.14,84.71,0.43,0.03,0.32,8.65,83.19,3.84,10.87,3.41,71.62,8.57,10,0.38,1
E07000127,39,7.54,1.33,2.64,31.71,56.54,11.75,3.13,50.44,8.87,2.88,3.22,0.67,0.14,98.52,9.97,69.06,6.86,3.01,1.81,13.3,6.62,10.76,42.36,26.08,54.86,10.05,26.73,108378,0.12,83.77,0.2,0.04,0.18,8.89,73.8,5.66,17.42,2.93,70.23,9.95,10.77,0.89,1
E07000128,43,7.67,1.3,2.86,27.01,63.54,9.45,3.74,47.77,10.18,2.44,2.55,0.58,0.07,98.85,11.26,65.32,6.72,2.88,2.06,12.93,6.8,8.97,37.3,29.11,55.87,10.57,22.5,105618,0.15,83.06,0.14,0.1,0.18,9.4,82.73,8.25,7,4.24,64.2,11.37,13.08,0.69,1
E07000129,38,7.99,0.93,1.65,31.19,58.22,10.6,6.92,60.29,8.84,2.29,2.09,4.17,0.5,94.31,7.03,71.31,5.92,2.6,1.57,13.25,9.62,6.7,45.72,23,58.97,9.24,24.73,90252,0.13,73.67,1.87,0.08,0.41,15.92,86.6,4,8.15,4.64,72.21,7.46,10.47,0.38,1
E07000130,37,7.5,0.88,1.54,30.13,60.33,9.54,5.5,53.36,7.71,3.85,2.6,6.7,0.4,91.67,7.29,70.52,6.9,2.81,2.26,12.63,8.35,7.88,41.38,26.58,52.77,8.99,31.02,153462,0.23,69.55,3.98,0.1,1.57,17.26,77.39,8.27,11.98,4.84,66.17,11.69,10.69,0.58,1
E07000131,40,7.84,0.78,1.4,30.64,59.98,9.38,1.29,57.86,11.67,2.27,1.76,1.2,0.19,97.86,6.25,73.16,6.93,3.56,1.86,16.81,8.94,6.35,46.44,23.97,59.84,9.43,23.35,76559,0.14,77.98,0.47,0.13,0.23,14.04,83.49,5.79,8.34,1.56,66.89,11.42,14.9,0.32,1
E07000132,40,8.09,0.96,1.92,29.73,59.26,11.01,3.37,58.66,9.03,2.24,2.5,1.27,0.11,97.93,7.85,69.41,6.08,2.73,1.62,13.57,9.61,6.94,44.15,24.59,57.86,9.84,24.52,100141,0.11,78.43,0.51,0.05,0.27,14.19,82.34,5.49,10.59,2.9,68.89,10.82,11.66,0.27,1
E07000133,40,7.45,0.81,1.69,29.58,60.46,9.96,0.99,56.95,10.47,2.29,2.37,0.63,0.08,98.76,6.27,72.28,7.62,3.43,1.83,15.65,8.92,6.74,44.8,24.87,58.64,9.8,23.41,47866,0.09,79.21,0.34,0.06,0.09,13.4,76.18,9.32,11.9,2.74,64.19,13.67,13.96,0.24,1
E07000134,39,7.56,1.24,2.15,29.51,59.69,10.8,3.06,57.38,8.28,1.95,2.42,0.54,0.09,98.78,8.81,67.37,6.52,2.92,1.46,15.39,9.44,7.57,43.65,25.82,57.09,9.93,24.66,85503,0.1,78.17,0.2,0.05,0.13,14.5,76.22,5.43,16.06,3.36,75.82,7.61,8.9,0.2,1
E07000135,39,7.77,0.92,1.76,31.5,58.63,9.88,23.72,54.58,8.04,3.6,2.53,13.84,0.9,83.98,7.4,70.03,6.54,2.44,1.96,11.86,7.33,8.38,41.51,26.07,56.49,8.81,26.43,55795,0.16,64.76,5.98,0.3,2.78,14.68,84.95,5.37,7.9,5.75,65.38,12.24,11.19,0.28,1
E07000136,42,6.56,1.15,2.44,26.48,64.54,8.97,1.54,52.24,8.4,1.82,2.84,0.77,0.23,98.46,9.73,64.64,6.8,2.7,1.63,17.08,9.04,7.77,38.32,28.81,55.46,11.04,23.8,55750,0.12,80.16,0.18,0.07,0.44,11.43,69.63,7.32,19.87,1.85,67.98,8.9,9.23,0.19,1
E07000137,45,6.64,1.48,3.26,25.33,66.73,7.95,0.74,44.6,10.82,1.47,3.08,0.39,0.1,98.97,11.54,62.53,7.4,3.68,1.79,16.96,7.93,6.64,39.18,26.87,58.24,10.19,21.55,130447,0.13,79.91,0.1,0.07,0.21,11.67,73.12,13.19,10.66,2.09,59.48,15.83,14.98,0.23,1
E07000138,35,5.98,1.04,2.14,28.07,64.33,7.6,23.98,51.4,5.81,3.7,4.18,1.05,0.27,97.8,9.3,67.19,7.47,2.33,2.09,11.98,10.22,10.44,31.19,32.58,44.4,12.76,34.41,85595,0.17,73.87,0.21,0.06,0.43,16.91,62.64,11.34,22.65,7.52,66.2,12.39,5.07,0.69,1
E07000139,41,7.12,1.01,2.1,29.14,62.81,8.05,1.02,54.65,8.56,1.84,2.44,0.39,0.18,98.9,8.04,69.57,6.99,3.1,1.7,15.41,7.33,6.51,45.25,24.85,61.43,9.38,20.75,94024,0.1,82.4,0.09,0.05,0.17,10.86,76.69,8.65,11.73,3.54,64.5,10.95,12.03,0.41,1
E07000140,44,6.73,1.07,2.41,25.68,65.62,8.7,1.03,51.93,9.79,1.48,2.22,0.47,0.15,98.85,9.31,64.93,6.09,3.74,1.49,20.89,8.41,6.66,40.35,25.63,59.56,10.17,20.6,76522,0.1,82.59,0.05,0.07,0.16,9.74,76.47,6.39,14.07,2.78,69.94,7.16,12.26,0.16,1
E07000141,39,6.55,0.81,1.71,30.69,60.6,8.71,1.32,57.32,8.96,2.24,2.47,0.8,0.15,98.43,7.22,70.61,7.02,3.13,1.83,15.59,8.58,7.56,43.26,25.88,58.06,10.49,23.29,124792,0.15,81.33,0.19,0.06,0.25,11.51,73.38,8.67,14.8,2.92,64.68,12.71,12.35,0.43,1
E07000142,42,7.56,1.07,2.13,29.33,61.57,9.1,0.69,51.11,9.29,1.91,3.23,0.34,0.16,99.03,8.61,68.27,7.79,3.25,1.84,16.49,7.7,7.34,43.96,25.22,59.71,9.62,21.95,79515,0.11,81.84,0.09,0.04,0.09,10.93,74.66,10.01,12.1,2.03,62.92,12.33,16.71,0.2,1
E07000143,41,6.62,0.99,2.08,27.91,63.46,8.62,0.93,53,9.62,1.64,2.64,0.32,0.35,98.54,8.64,66.98,7.32,3.03,1.64,17.98,8.85,6.82,40.61,27.24,57.41,10.84,22.67,121418,0.13,75.6,0.04,0.09,0.15,15.65,72.93,9.33,14.36,1.57,65.79,11.86,14.08,0.19,1
E07000144,42,7.96,0.95,1.74,27.33,63.77,8.9,2.15,55.44,9.8,2.08,1.97,0.47,0.1,98.84,7.73,68.73,7.93,2.49,1.92,14.5,8.2,6.24,43.76,25.36,60.52,9.65,21.41,118513,0.16,76.58,0.12,0.08,0.18,14.9,82.65,6.83,8.24,3.57,66.93,7.73,14.42,0.38,1
E07000145,41,6.7,1.22,2.7,27.52,63.37,9.12,5.21,48.23,8.2,1.93,5.28,0.47,0.15,98.63,10.77,63.31,7.8,2.58,1.92,15.39,9.19,8.93,35.2,31.04,52.24,12.62,25.01,90810,0.16,74.58,0.12,0.09,0.31,16.61,69.81,9.35,17.95,5.53,64.65,11.9,9.22,0.39,1
E07000146,43,7.09,1.14,2.48,25.83,65.56,8.61,0.95,50.41,9.71,1.91,2.57,0.49,0.2,98.66,9.61,65.1,7.14,3.02,1.76,15.92,7.79,7.46,38.74,27.86,57.82,10.35,22.4,135345,0.14,78.18,0.14,0.08,0.17,13.03,71.49,9.95,14.73,2.59,68.63,9.11,11.84,0.35,1
E07000147,48,7.53,1.11,2.25,22.58,69.39,8.03,1.02,45.71,11.72,1.48,2.57,0.24,0.08,99.22,9.5,63.92,8.13,3.44,2.19,15.03,7.46,6.54,36.33,29.78,57.5,10.55,21.35,98382,0.16,77.53,0.03,0.1,0.09,13.87,71.21,11.54,13.73,2.11,62.3,13.02,14.55,0.42,1
E07000148,35,6.01,0.91,1.93,23.65,68.9,7.45,31.15,50.66,6.05,3.54,4.12,1.24,0.36,96.83,9.82,64.94,7.22,2.9,2.41,10.96,11.05,9.37,25.53,37.11,39.16,12.94,39.75,121550,0.4,60.41,0.29,0.2,0.73,27.78,48.7,13.26,36.03,10.27,63.45,13.09,3.85,1.22,1
E07000149,43,7.93,0.89,1.7,27.04,64.09,8.87,1.22,52.72,11.41,1.91,2.07,0.43,0.1,98.9,7.64,68.89,8.16,3.06,1.97,16.66,8.23,6.07,43.23,25.88,60.34,9.69,21.72,110710,0.2,75.79,0.08,0.12,0.15,15.38,77.82,7.61,11.32,1.73,67.28,8.08,15.86,0.31,1
E07000163,43,8.01,0.82,1.78,27.07,64.32,8.61,0.46,50.67,14.88,2.01,1.98,0.89,0.08,98.55,8.18,70.13,7.41,4.35,2.22,17.34,8.18,6.76,40.39,28.49,57.36,10.04,22.74,53620,0.18,78.08,0.06,0.07,0.61,13.77,76.45,10.87,9.56,2.96,61.8,15.42,15.75,1.2,1
E07000164,41,7.39,0.89,1.65,29.19,61.73,9.08,0.64,53.5,13.06,1.93,2.03,0.25,0.05,99.25,7.57,71.76,7.55,3.88,1.95,17.46,6.61,6.66,46.02,25.32,61.07,8.89,21.69,84111,0.12,83,0.05,0.04,0.1,10.4,73,11.24,12.91,2.63,62.54,13.45,15.56,0.39,1
E07000165,40,7.31,0.83,1.45,28.35,63.46,8.19,1.16,55.13,11.92,2.46,1.85,0.5,0.23,98.44,7.21,72.15,7.13,3.87,2.14,15.88,7.86,7.14,41.31,28.74,55.73,10.32,25.43,151336,0.19,79,0.07,0.22,0.21,13.08,75.47,12.23,9.13,4.13,62.11,15.08,13.72,0.8,1
E07000166,37,6.13,0.94,1.46,31.67,59.73,8.59,0.36,55.9,12.48,1.54,2.45,1.03,0.12,98.25,6.72,72.98,6.09,3.85,1.7,20.4,6.8,7.49,47.23,24.48,57.76,9.19,25.56,47010,0.27,81.98,0.66,0.07,0.05,10.44,65.5,18.02,12.86,2.4,51.98,21.17,16.82,1.18,1
E07000167,43,7.3,0.87,1.84,25.71,65.14,9.15,0.34,49.22,15.53,1.57,2.1,0.2,0.07,99.37,7.75,69.39,8.46,4.12,1.95,18.03,7.87,6.48,41.7,26.98,59.04,9.11,22.77,50872,0.12,82.28,0.02,0.04,0.06,10.66,68.91,13.93,12.54,2.49,60.94,12.8,17.47,0.27,1
E07000168,43,6.86,1.32,2.46,25.38,66.39,8.23,1.3,46.47,10.99,2.36,3.6,0.35,0.08,99.03,10.38,65.44,7.93,3.77,2.2,12.95,7.48,8.57,34.84,32.52,53.25,11.64,24.49,106243,0.15,78.85,0.07,0.07,0.22,12.52,70.33,13.49,13.26,5.21,55.51,21.07,13.01,0.49,1
E07000169,39,7.04,0.99,1.84,31.92,58.09,9.99,1.28,57.4,9.31,1.95,2.49,0.28,0.06,99.33,7.96,70.51,7,3.2,1.57,15.57,8.64,7.5,47.09,23.76,59.78,9.83,22.68,76468,0.11,81.13,0.07,0.06,0.05,11.23,78.21,5.8,13.36,2.72,67.36,10.06,13.17,0.31,1
E07000170,38,7.24,1.41,2.71,30.25,58.91,10.84,10.17,53.39,5.96,1.65,4.24,0.44,0.16,98.94,11.5,63.13,6.42,1.84,1.33,11.96,9.8,9.68,40.63,26.95,54.12,11.03,25.9,111387,0.08,72.87,0.1,0.04,0.13,17.79,72.56,6.14,18.74,5.62,69.81,11.71,7.86,0.44,1
E07000171,39,7.53,1.37,2.57,30.02,60.38,9.6,1.69,50.32,7.21,1.64,3.95,0.58,0.3,98.55,10.71,65.3,7.43,2.61,1.44,14.85,8.76,9.06,41.44,26.95,55.62,10.79,24.85,107713,0.09,81.53,0.13,0.05,0.33,9.99,70.93,7.42,19.6,3.38,71.24,10.46,9.15,0.34,1
E07000172,39,7.74,1.06,2.02,28.16,62.27,9.57,13.43,55.55,6.94,2.54,2.62,2.74,0.57,95.45,9.09,68.1,6.43,2.73,1.76,11.95,8.29,7.95,40.64,27.62,54.95,9.65,27.1,107570,0.32,70.57,0.57,0.12,0.86,19.01,76.18,9.42,12.45,7.09,63.29,11.69,11.41,0.77,1
E07000173,40,8.07,1.1,1.98,28.8,61.03,10.17,9.32,56.33,8.21,2.23,2.86,1.68,1,96.18,8.74,68.11,6.27,2.65,1.76,12.19,9.11,8.95,39.42,27.94,54.47,10.45,26.6,111787,0.17,71.75,0.33,0.11,0.62,18.66,80.75,6.39,11.06,7.63,61.89,12.2,13.53,0.37,1
E07000174,38,7.39,1.56,2.96,30.7,59.59,9.72,12.8,50.2,5.88,1.82,4.37,0.78,0.25,98.33,12.32,62.74,7.34,2.03,1.47,12.56,9.03,10.36,38.49,28.31,53.45,11.78,25.87,98181,0.1,76.03,0.22,0.01,0.25,15.23,69.62,7.07,20.76,7.98,69.06,10.93,7.9,0.46,1
E07000175,40,7.46,1.17,2.39,29.65,61,9.35,1.63,51.46,8.78,1.99,3.1,0.51,0.26,98.54,9.44,67.28,7.77,3.11,1.8,15.55,8.66,8.66,41.14,26.84,56.59,10.66,23.7,106273,0.11,79.12,0.06,0.06,0.18,12.91,73.71,7.18,16.22,3.08,64.98,10.93,12.84,0.36,1
E07000176,39,7.78,0.83,1.52,29.18,62.41,8.41,2.58,55.95,9.39,2.61,2.19,2.38,0.45,95.9,7.06,72.82,6.48,3.83,2.02,14.39,8.32,6.73,42.4,27.3,56.24,9.19,26.62,105599,0.22,71.83,0.62,0.37,0.91,17.99,78.2,10.03,9.78,7.5,63.1,9.71,14.8,0.44,1
E07000177,36,6.39,0.78,1.5,31.13,59.79,9.08,2.24,62.3,9.03,2.18,1.87,1.95,0.54,96.09,6.19,72.98,6.31,3.31,1.6,14.22,9.97,7.43,42.87,25.6,55.38,10.5,27.45,131785,0.2,75.56,0.18,0.15,1.22,14.98,74.54,10.16,12.94,2.86,69.31,11.26,10.38,0.59,1
E07000178,31,5.77,0.81,1.26,24.42,67.85,7.73,29.44,47.12,6.19,5.28,2.26,6.65,2.51,87.11,6.63,73.07,6.48,4.45,3.13,11.71,7.65,9.13,27.82,33.98,35.22,8.36,50.2,134248,0.8,60.41,0.78,0.81,3.85,23.89,54.23,20.6,20.99,16.71,51.59,10.49,5.91,1.92,1
E07000179,38,7.17,0.72,1.32,29.93,61.12,8.95,1.89,58.31,11.55,2.11,1.68,0.8,0.35,97.92,5.67,74.74,6.8,3.9,1.88,15.62,8.42,6.62,44.04,25.87,57.55,9.38,25.64,128188,0.19,75.46,0.18,0.24,0.34,16.54,76.28,9.94,11.33,2,66.12,10.62,14.19,1.34,1
E07000180,39,7.19,0.74,1.48,30.45,59.98,9.57,2,59.79,9.35,2.65,1.62,1.12,0.24,97.61,5.81,74.92,6.64,3.52,1.78,13.92,7.92,6.7,45.26,24.18,58.23,8.69,25.95,115627,0.22,75.84,0.2,0.2,0.48,15.75,74.04,10.48,12.8,3.36,68.48,8.73,10.86,0.64,1
E07000181,39,7.11,0.76,1.35,30.41,60.17,9.42,1.34,59.84,11.55,2.05,1.53,0.53,0.22,98.37,6.18,73.79,7.21,3.58,1.85,14.55,8.52,6.58,44.77,24.88,58.12,9.73,24.67,95640,0.17,77.39,0.11,0.16,0.23,15.13,72.77,10.99,13.05,2.57,66.12,10.17,13.59,0.36,1
E07000187,40,7.1,0.87,1.68,29.13,62.03,8.83,1.4,52.22,12.24,2.11,2.54,0.4,0.13,98.83,7.75,70.06,8.05,3.37,2.17,16.16,8.86,8.34,39.26,28.31,54.61,11.25,25.77,103869,0.29,74.51,0.11,0.08,0.15,16.09,74.48,10.13,12.15,1.8,64.46,14.15,14.35,0.38,1
E07000188,41,7.06,1,2.24,28.08,63.26,8.65,1.88,51.53,10.49,2.14,2.72,0.42,0.14,98.9,9.09,66.81,7.82,3.01,1.81,14.78,8.44,7.72,39.31,27.62,56.63,10.97,23.27,105881,0.19,77.75,0.05,0.06,0.22,14.08,76.58,8.22,12.41,1.75,63.81,11.11,13.92,0.16,1
E07000189,41,7.45,0.88,1.8,27.14,64.41,8.45,1.57,54.28,10.62,1.92,2.11,0.4,0.15,98.88,7.98,68.55,7.95,2.98,1.79,13.53,7.83,6.96,40.06,28.28,57.59,10.5,22.94,150969,0.16,78.02,0.07,0.07,0.14,13.98,74.29,8.77,13.81,1.8,67.83,12.73,11.48,0.28,1
E07000192,37,7.1,1.37,2.51,33.15,55.92,10.92,11.68,56.46,7.38,1.95,3.14,0.72,0.17,98.64,10.18,66.94,6.55,2.38,1.26,14.34,10.43,8.65,43.74,24.66,55.72,10.38,26.21,92126,0.07,80.78,0.1,0.02,0.17,11.32,73.27,5.03,19.22,4.6,71.7,10.39,9.62,0.29,1
E07000193,38,6.94,1.04,2,30.97,59.96,9.08,2.68,55.12,8.01,2.13,3.09,4.53,0.61,93.91,7.94,69.42,7.2,2.95,1.5,15.68,8.63,8.45,41.39,27.68,55.89,10.56,24.79,103770,0.12,77.45,0.2,0.05,3.98,11.54,75.48,8.1,13.97,4.33,70.11,10.35,9.06,0.28,1
E07000194,41,8.08,0.99,1.97,30.12,58.76,11.12,2.81,55.52,9.88,2.04,2.47,0.96,0.25,98.14,8.07,70.05,7.26,3.32,1.6,15.95,7.55,7.64,47.25,23.76,59.62,9.3,22.98,93232,0.08,80.44,0.22,0.07,0.26,11.95,78.88,5.47,13.42,3.24,70.25,9.3,12.84,0.55,1
E07000195,39,7.87,1.33,2.36,29.07,60.25,10.68,5.78,51.75,6.95,2.96,2.79,1.05,0.23,97.97,10.55,66.13,6.47,2.55,1.94,12.09,8.46,8.88,40.01,28.5,53.15,9.59,28.2,122030,0.15,78.45,0.2,0.08,0.55,13.1,71.86,5.56,19.55,6.36,70.07,10.32,9.71,0.26,1
E07000196,41,8.79,1.14,2.09,31.36,56.78,11.86,2.6,55.11,9.76,2.27,2.44,1.01,0.3,98.04,8.12,70.39,7.49,2.81,1.72,14.47,7.38,7.3,48.34,22.64,60.54,8.52,22.95,105896,0.1,83.53,0.24,0.03,0.16,9.24,79.21,4.72,13.78,3.46,66.31,9.62,17.03,0.26,1
E07000197,40,8.04,1.05,1.91,28.63,61.66,9.71,2.02,55.14,8.52,2.75,2.61,1.16,0.48,97.42,8.3,69.57,6.35,3.16,1.88,14.37,7.98,7.7,42.97,26.06,56.71,9.83,25.24,120670,0.12,79.91,0.25,0.08,0.42,12.08,75.8,7.46,14.06,4.47,69.34,10.52,10.32,0.5,1
E07000198,41,8.57,1.26,2.19,29.07,59.26,11.67,1.64,52.64,10.64,2.31,2.23,0.28,0.06,99.23,9.56,67.53,6.54,2.99,1.75,14.94,7.73,7.37,45.25,24.88,59.05,8.8,23.51,94489,0.09,82.79,0.04,0.03,0.08,9.8,83.17,5.76,8.95,3.65,63.86,13.05,16.24,0.16,1
E07000199,35,6.44,1.18,2.4,35.45,53.13,11.42,24.16,60.21,5.91,2.58,3.56,0.68,0.5,98.09,8.71,69.13,6.21,2.33,1.26,13.66,10.16,10.81,44.46,23.24,54.5,11.28,27.42,74531,0.09,76.79,0.24,0.02,0.17,15.47,72.91,3.89,21.15,6.06,68.55,10.19,9.59,0.34,1
E07000200,42,7.72,0.93,1.72,27.97,62.78,9.25,1.41,53.76,11.67,2.02,2.23,0.4,0.19,98.72,7.07,70.44,8.04,3.31,2.21,15.36,8.25,6.89,42.39,27.15,58.23,10,23.31,83461,0.16,75.53,0.07,0.1,0.16,16.34,75.76,7.86,13.04,2.55,65.48,11.13,15.16,0.6,1
E07000202,36,6.51,1.08,2.05,28.95,62.24,8.82,29.7,56.75,6.4,2.46,3.49,2.19,1.84,93.43,8.71,68.11,8.17,2.14,1.91,12.14,9.54,9.38,33.68,32.42,49.03,11.05,31.51,117069,0.18,68.1,0.42,0.09,1.25,20.34,64.83,10.71,21.88,10.3,64.98,11.37,5.49,1.15,1
E07000203,41,7.46,0.87,1.62,29.52,61.58,8.9,1,54.62,11.8,2,2.01,0.26,0.11,99.01,6.66,71.48,8.6,3.23,2.02,17.39,8.4,6.05,45.45,24.65,60.37,9.18,22.63,86837,0.12,76.82,0.04,0.07,0.11,15.07,76.67,8.42,11.93,3.05,65.75,8.5,15.77,0.47,1
E07000207,39,7.28,0.61,1.19,30.77,60.56,8.67,12.83,53.26,12.84,1.98,1.95,2.93,0.41,94,5.66,76.23,6.37,4.72,2.05,18.14,7.7,7.28,40.72,29,55.67,9.89,26.36,121936,0.46,74.4,0.91,0.77,1.32,14.69,77.31,10.18,10.27,1.55,68.15,6.56,14.31,4.37,1
E07000208,40,7.55,0.88,1.41,29.56,60.4,10.05,19.68,55.55,10.34,2.85,1.79,4.7,0.93,91.33,6.03,73.77,6.76,3.53,2.13,13.95,7.48,7.45,41.75,26.87,55.78,8.39,27.91,67059,0.5,72.98,1.84,0.35,1.91,14.79,82.41,8.28,7.81,2.95,64.55,9.6,11.17,6.92,1
E07000209,37,7.22,0.69,1.31,27.11,64.11,8.78,4.79,55.64,10.29,3.6,1.67,2.01,0.62,95.9,5.74,75.17,7.16,3.82,2.47,15.63,8.21,6.15,39.26,29.07,51.22,8.94,32.75,129701,0.35,73.62,0.51,0.22,0.85,16.85,73.23,11.3,12.49,3.6,66.05,11.13,10.24,4.7,1
E07000210,42,8.26,0.72,1.33,27.17,63.89,8.94,3.11,52.92,13.33,1.93,1.6,1.21,0.24,97.42,6.03,74.18,7.73,3.9,2.38,15.93,7.39,5.95,40.81,28.92,57.53,9.5,24.41,80287,0.23,75.42,0.36,0.25,0.56,15.57,76.81,8.05,12.81,1.46,69.59,8.46,12.39,4.66,1
E07000211,39,7.33,0.72,1.34,28.94,62.11,8.96,9.8,57.6,10.85,2.24,1.71,2.58,0.87,94.97,6.16,73.75,6.56,3.54,1.9,14.77,8.97,6.24,40.39,29.05,54.24,9.81,27.62,126523,0.25,73.77,0.78,0.25,1.29,16.12,78.32,7.53,12.37,2.45,68.84,9.07,11.18,5.14,1
E07000212,37,6.84,0.76,1.4,26.87,63.63,9.5,10,54.4,9.23,3.89,1.65,2.65,0.47,94.99,6.27,73.69,6.6,3.67,2.2,14.76,9.08,7.22,37.4,29.58,49.27,9.69,33.1,78033,0.38,74.87,0.64,0.33,0.98,14.33,75.4,9.92,11.83,1.52,74.58,6.98,8.45,4.08,1
E07000213,39,7.36,0.81,1.53,27.75,61.98,10.27,20.14,60.16,8.57,2.04,1.95,3.23,0.58,94.31,6.64,72.52,5.54,3.21,1.64,12.9,8.61,7.92,37.99,29.5,53.36,10.43,28.14,90390,0.25,75.29,1.05,0.24,0.94,14.07,78.15,7.66,11.68,4.2,68.42,7.68,10.3,4.9,1
E07000214,38,6.84,0.64,1.3,31.96,58.3,9.74,8.45,59.55,10.13,2.57,1.6,2.46,0.42,95.38,5.29,76.73,6.77,3.88,2.1,16.37,7.79,6.68,47.18,23.74,59.31,8.96,25.11,80314,0.34,76.35,0.65,0.18,1.17,14.12,80.75,8.57,8.99,2.56,73.4,7.15,10.75,2.12,1
E07000215,40,7.66,0.68,1.43,29.85,60.5,9.65,3.19,54.54,12.8,1.83,1.7,1.32,0.48,96.94,6.19,73.63,7.32,3.83,1.92,16.21,9.15,6.05,41.94,26.96,56.19,9.67,25.76,79267,0.22,76.18,0.45,0.22,0.52,14.94,79.87,6.91,11.17,2.93,65.67,8.93,16.35,3.4,1
