lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E07000131,43,7.69,1.07,1.76,30.06,60.66,9.28,1.44,56.15,12.89,2.47,2.45,3,0.38,95.24,3.51,85.13,7.59,3.34,2.95,13.15,9.77,7.3,42.08,25.78,56.34,10.97,25.77,85382,0.2,65.47,1.27,0.13,0.5,24.59,78.05,11.24,8.38,2.01,74.82,9.66,8.02,2.12,1
E07000132,43,7.58,1.3,2.35,27.36,62.95,9.7,3.53,57.25,9.99,2.36,3.15,2.14,0.25,96.47,4.61,82.1,6.34,2.9,2.48,10.85,10.81,8.57,38.06,28.14,53.06,11.99,27.78,105078,0.2,64.29,0.83,0.04,0.49,26.88,76.75,11.36,10.32,2.99,78.58,8.38,5.43,0.87,1
E07000133,43,7.36,1.09,2.02,28.08,62.87,9.06,1.05,57.14,11.48,2.7,2.89,1.03,0.19,97.9,3.65,83.85,7.42,3.28,2.89,12.5,10.7,8.58,38.57,27.46,53.51,11.81,27.32,50376,0.22,67.97,0.42,0.02,0.08,24.35,72.12,14.21,11.18,2.47,72.61,12.29,7.47,1.6,1
E07000134,42,7.46,1.44,2.51,29.33,60.57,10.11,3.35,56.34,9.29,2.4,3.44,1.15,0.22,97.56,5.15,80.97,6.57,2.98,2.47,11.82,11.02,8.78,39.19,27.06,52.63,11.86,28.29,93468,0.19,64.88,0.36,0.04,0.22,27.51,72.48,11.27,14.31,2.31,79.89,8.49,5.4,0.52,1
E07000135,41,7.57,1.34,2.38,30.64,56.84,12.52,23.88,53.23,8.6,3.87,3.22,22.29,1.19,73.01,4.8,81.81,6.95,2.15,3.31,8.46,8.88,8.96,37.73,25.72,51.82,9.06,31.15,56170,0.24,48.42,9.1,0.24,5.8,23.16,80.79,9.92,7.54,8.28,73.73,8.49,3.77,1.27,1
E07000136,42,6.07,1.45,2.73,27.71,63.75,8.54,1.79,55.31,8.26,2.1,4.16,1.44,0.43,96.84,5.97,78.16,5.82,2.53,2.36,11.12,10.45,9.02,33.29,28.13,49.48,13.18,29.2,64637,0.19,71.08,0.3,0.05,0.67,20.33,63.87,15.72,18.19,2.11,74.5,10.25,4.32,0.37,1
E07000137,49,6.98,1.87,4.12,22.8,69.25,7.95,0.77,44.05,10.87,1.88,3.97,0.58,0.19,98.47,8.22,73.52,7.42,3.39,3.02,12.61,9.31,7.81,34.24,29.86,53.75,12.53,24.28,136401,0.17,68.69,0.09,0.06,0.27,22.87,69.2,17.33,11.01,1.89,69.39,15.06,7.61,0.37,1
E07000138,34,5.66,1.28,2.62,25.61,66.63,7.77,26.21,50.9,6.36,7,4.94,1.92,0.83,95.55,5.34,80.76,7.83,2.4,3.87,8.42,12.61,10.65,26.95,34.39,36.59,13.03,44,93541,0.32,58.01,0.36,0.07,0.96,32.56,55.07,20.95,21.92,5.47,62.39,19.58,3.34,0.91,1
E07000139,44,7.18,1.37,2.77,27.75,64.04,8.22,1.17,55.33,9.44,2.36,2.91,0.7,0.23,98.21,5.04,81.1,6.92,3,2.53,12.34,9.49,7.67,40.2,26.22,56.72,11.71,23.74,107766,0.14,70.05,0.16,0.06,0.23,21.88,74.36,13.45,10.21,2.78,75.21,9,5.92,1.37,1
E07000140,45,6.44,1.44,2.85,26.41,64.88,8.71,1.19,53.44,9.97,1.9,3.96,0.85,0.29,97.85,6.1,78.08,6.38,3.31,2.28,14.55,10.89,7.8,36.18,25.34,53.47,12.23,25.42,88270,0.13,72.35,0.11,0.08,0.29,19.42,72.55,12.65,12.69,1.54,77.25,8.59,6.05,1.01,1
E07000141,43,6.92,1.2,2.23,28.57,62.86,8.57,1.42,56.13,10.14,2.6,3.34,1.18,0.38,97.46,4.78,81.94,7.07,3.1,2.67,11.52,10.41,8.93,38.25,27.2,53.71,12.71,26.08,133788,0.21,69.66,0.29,0.08,0.27,22.17,69.42,14.63,13.43,2.1,72.73,12.07,6.48,2.09,1
E07000142,45,7.68,1.31,2.75,26.86,64.18,8.96,0.77,51.94,10.22,2.35,3.81,0.82,0.25,98.15,5.36,79.96,7.88,3.02,2.97,12.6,9.71,8.44,38.89,27.32,55.07,12.01,25,89250,0.16,70.3,0.19,0.03,0.24,21.78,72.58,13.69,11.06,1.7,76.43,10.03,7.23,0.83,1
E07000143,44,6.54,1.39,2.74,27.36,63.7,8.93,1,53.22,10.09,2.24,3.51,0.8,0.46,97.41,5.49,79.52,7.31,2.81,2.7,12.89,10.72,8.46,36.76,25.95,52.95,12.45,26.57,130491,0.21,63.8,0.11,0.11,0.31,27.57,68.65,15.21,13.78,2.11,74.91,11.38,6.2,0.9,1
E07000144,45,7.96,1.23,2.32,26.29,64.22,9.5,2.26,54.58,11.41,2.57,2.56,1.01,0.27,97.71,4.69,81.29,8.21,2.4,2.95,10.57,9.84,7.6,39.26,26.41,55.83,11.55,24.5,124646,0.27,63.33,0.2,0.09,0.3,27.96,79.39,10.35,8.56,5.42,74.91,6.36,5.8,1.1,1
E07000145,43,6.15,1.62,3.44,27.61,62.49,9.9,5.58,48.71,8.32,2.43,6.06,1.24,0.45,96.85,7.1,76.31,7.65,2.18,2.95,10.89,11.3,11.12,31.18,29.87,46.84,13.87,30.93,97277,0.24,61.05,0.26,0.11,0.53,30.25,64.34,16.46,17.24,6.05,67.62,13.29,4.05,0.71,1
E07000146,45,7.02,1.53,3.25,25.37,65.68,8.95,1.03,51.11,10.3,2.2,3.66,1.26,0.38,97.26,6.11,77.99,7.36,2.94,2.81,11.89,10.57,7.72,35.31,27.18,53.08,12.04,26.6,147451,0.28,66.37,0.23,0.09,0.37,24.78,69.4,14.73,13.33,2.26,74,9.58,5.95,1.71,1
E07000147,51,7.84,1.43,2.95,20.66,71.13,8.21,1.05,44.82,13.35,1.75,3.32,0.52,0.15,98.65,6.15,76.69,8.57,3.1,3.29,11.53,9.17,7.03,32.66,31.1,53.67,12.44,24.25,101499,0.28,65.98,0.05,0.12,0.16,25.21,70.13,14.47,12.82,1.98,70.56,12.17,8.69,1.48,1
E07000148,34,5.65,1.15,2.17,23.25,70.06,6.69,33.95,50.66,7.18,5.43,5.02,4.41,1.62,90.84,5.66,80.29,7.47,2.8,3.97,7.89,12.76,10.33,22.68,38.16,33.7,13.3,46.91,132512,0.74,44.91,0.77,0.18,1.97,42.46,43.84,21.7,32.66,8.07,51.34,23.85,4.05,1.39,1
E07000149,45,7.74,1.2,2.2,26.72,64.46,8.82,1.37,53.26,12.23,2.47,2.73,1.02,0.3,97.56,4.48,82.15,8.31,3.19,3.04,12.23,10.58,7.49,38.93,26.26,55.76,11.55,25.36,124012,0.29,62.28,0.19,0.1,0.32,28.71,74.9,11.2,11.3,4.42,74.71,6.86,7.35,1.47,1
E07000163,47,8.59,1.22,2.13,24.6,66.6,8.8,0.47,51.63,15.04,2.59,2.5,1.75,0.11,97.39,4.49,82.18,7.83,3.92,2.95,13.58,8.7,8.05,36.67,31.12,54.39,11.75,25.14,55409,0.24,67.32,0.12,0.03,0.91,23.34,73.11,15.38,9,2.21,66.11,16.26,9.1,3.62,1
E07000164,46,8.05,1.07,2.1,26.53,64.28,9.18,0.68,53.97,13.39,2.21,2.56,0.67,0.21,98.31,4.31,83.09,7.33,3.64,2.81,14.65,8.42,7.26,39.77,28.02,56.49,10.73,24.88,89140,0.15,72.57,0.1,0.05,0.26,19.8,69.54,15.14,12.92,1.54,69.46,14.51,8.93,1.37,1
E07000165,43,7.43,1.03,1.79,28.13,63.48,8.39,1.21,55.69,13.33,2.65,2.57,1.53,0.73,96.33,3.79,84.4,7.01,3.63,3.07,13.27,8.98,8.38,38.23,28.79,53.69,11.66,27.05,157869,0.26,68.59,0.15,0.21,0.36,22.95,71.07,17.52,9.14,3.84,66.84,14.51,8.51,2.63,1
E07000166,40,6.31,1.09,1.76,29.12,62.25,8.63,0.39,57.79,12.49,1.9,2.89,2.4,0.95,95.36,3.69,84.79,5.84,3.82,2.42,22.66,8.32,8.45,42.37,25.93,53.55,10.86,28.97,51965,0.72,69.39,0.99,0.05,0.25,21.4,63.89,22.36,10.8,1.95,63.51,18.1,9.57,1.73,1
E07000167,47,7.99,1.21,2.2,23.96,66.94,9.1,0.34,49.31,16.64,2.21,2.74,0.53,0.15,98.67,4.62,81.22,8.45,3.84,2.83,13.82,9.03,7.2,37.97,29.06,55.11,10.79,25.41,51751,0.24,71.83,0.04,0.03,0.11,20.01,67.15,16.75,12.86,1.63,66.58,14.03,11.74,1.2,1
E07000168,46,7.04,1.56,2.92,23.09,68.32,8.59,1.33,46.83,11.72,3.01,4.25,1.25,0.22,97.53,6.66,77.18,7.44,3.34,3.32,10.5,9.28,9.2,30.73,34.32,48.91,13.31,28.58,108793,0.27,66.68,0.15,0.06,0.51,24.51,65.78,19.5,12.41,4.38,60.61,21.91,7.21,1.27,1
E07000169,42,7.2,1.25,2.07,29.42,60.45,10.12,1.39,57.56,10.35,2.55,3.48,0.59,0.25,98.36,4.58,82.66,6.43,3.1,2.43,11.69,10.98,7.81,42.36,24.69,55.52,11.27,26.55,83449,0.16,70.92,0.1,0.07,0.11,21.65,74.98,10.98,12.04,3.11,75.84,8.13,6.44,2.68,1
E07000170,41,6.77,1.75,3.26,29.72,59.83,10.45,10.91,54.26,7,2.16,4.7,0.92,0.39,97.69,7.16,76.53,6.11,1.96,2.2,9.06,12.12,11.42,34.95,28.03,48.47,12.98,31.11,119497,0.18,58.16,0.18,0.01,0.31,33.82,69.23,12.77,16.21,5.33,74.56,9.71,3.39,3.17,1
E07000171,43,7.08,1.58,3.05,28.12,61.98,9.9,1.77,53.22,8.34,2.37,3.95,1.11,0.46,97.37,6.74,77.5,6.6,2.51,2.66,11.21,10.65,9.54,37.14,28.04,51.01,12.57,28.49,112863,0.17,70.82,0.22,0.04,0.62,20.87,69.47,12.53,15.9,2.36,76.62,10.57,5.11,1.23,1
E07000172,42,7.36,1.43,2.43,27.01,62.86,10.13,13.67,55.22,7.7,2.88,3.87,4.11,0.85,92.74,5.27,80.47,6.41,2.6,2.75,8.86,10.8,8.58,36.56,27.94,50.49,11.07,31.12,109487,0.38,56.6,0.77,0.13,1.49,32.17,73.2,14.08,11.14,9.48,68.69,9.37,4.46,2.18,1
E07000173,42,7.92,1.37,2.55,27.9,61.84,10.26,9.46,55.37,9.31,2.68,4.07,2.94,1.46,93.05,5.27,80.22,6.22,2.41,2.72,8.9,10.8,10.4,34.58,29.67,49.72,11.91,30.95,113543,0.27,57.1,0.47,0.08,1.35,32.7,75.26,13.15,9.98,13.71,69.17,7.91,4.64,1.05,1
E07000174,41,7.05,1.72,3.4,29.06,60.61,10.33,13.62,53.73,7.13,2.44,4.6,1.23,0.38,97.18,8,75.8,6.47,2.23,2.61,9.42,11.9,10.76,34.05,29.15,47.8,13.3,31.22,104466,0.18,61.65,0.26,0.03,0.54,30.13,66.57,13.61,18.25,5.93,77.24,9.36,3.28,0.97,1
E07000175,43,7.3,1.44,2.75,27.98,62.61,9.41,1.76,53.04,9.79,2.5,3.56,0.9,0.43,97.51,5.89,79.41,7.31,2.78,2.93,12.06,10.34,9.35,37.06,28.38,51.67,12.51,27.96,114817,0.2,66.08,0.17,0.05,0.4,25.64,70.64,12.87,14.45,2.58,72.99,11.06,6.23,1.73,1
E07000176,42,7.7,1.03,1.88,29.47,61.91,8.62,2.72,55.02,10.78,3.33,2.75,4.15,0.56,93.14,3.99,84.51,7.16,3.52,3.29,11.11,9.18,7.67,40.03,27.19,53.78,10.36,28.72,111129,0.29,58.93,1.06,0.29,1.53,29.62,76.67,13.27,8.41,8.63,70.62,7.77,7.42,1.38,1
E07000177,39,6.5,1.02,1.89,31.41,59.01,9.58,2.41,59.93,10.32,2.59,2.84,4.26,1.38,92.17,3.85,84.98,6.51,3.23,2.65,11.04,11.09,9.03,39.17,25.22,52,11.53,30.36,141868,0.4,63.84,0.41,0.12,2.25,25.42,69.28,16.23,12.11,4.91,68.56,11.98,6.36,3.05,1
E07000178,29,5.37,0.97,1.38,26.82,66.16,7.02,33.32,46.63,6.95,6.48,3.21,12.39,4.63,77.65,3.61,86.96,6.91,4.21,4.62,9.13,9.2,10,26.39,33.08,33.2,8.4,53.82,151906,0.94,48.01,1.35,0.71,6.79,33.1,46.72,28.23,21.36,16.34,37.22,18.16,6.16,2.78,1
E07000179,42,7.31,0.93,1.63,30.01,60.39,9.6,1.98,57.35,13.04,2.24,2.52,1.79,0.57,96.08,3.35,85.92,7.35,3.85,2.85,12.08,9.53,7.5,41.26,25.38,55.01,10.29,27.97,134257,0.35,63.53,0.35,0.21,0.53,27.11,72.94,13.33,11.39,3.12,66.66,10.96,8.89,5.18,1
E07000180,41,7.47,0.98,1.83,29.36,61.3,9.34,2.09,59.15,10.79,2.67,2.5,2.45,1.02,94.91,3.36,85.84,6.74,3.51,2.78,11.33,9.35,7.58,40.5,26.44,54.92,10.1,28.26,120988,0.38,63.3,0.47,0.16,0.89,26.87,70.33,13.63,13.32,5.85,67.15,9.35,7.08,2.47,1
E07000181,42,7.2,1,1.69,28.93,61.99,9.08,1.47,59.72,12.41,2.41,2.27,1.36,0.42,96.84,3.5,85.34,6.98,3.64,2.67,12.19,10.16,7.65,40.18,26.39,54.28,11.2,27.8,104779,0.32,65.41,0.21,0.17,0.42,25.86,69.7,14.85,12.46,4.32,69.81,10.22,7.99,2.02,1
E07000187,43,7.42,1.17,2.23,27.31,63.78,8.91,1.48,52.1,14.23,2.53,2.92,0.85,0.19,97.97,4.79,81.83,8.3,3.36,3.1,12.3,10.08,8.93,35.6,29.92,50.6,12.75,29.25,109279,0.47,61.94,0.1,0.07,0.25,27.37,70.28,15.46,11.86,1.88,70.1,13.74,9.35,1.06,1
E07000188,44,7.3,1.39,2.66,27.25,63.81,8.94,2.03,52.12,11.51,2.71,3.58,0.64,0.12,98.37,5.52,79.71,7.68,2.9,3.03,10.8,10.5,8.72,35.91,28.37,51.93,12.61,27.46,114588,0.22,64.64,0.06,0.04,0.3,26.53,71.31,14.58,12.19,1.45,73.57,10.78,6.94,0.84,1
E07000189,44,7.41,1.23,2.2,25.86,65.7,8.44,1.68,54.37,11.7,2.35,2.74,0.87,0.22,98.07,4.82,81.36,7.43,2.92,2.99,10.87,9.67,7.79,36.34,29.48,53.23,12.19,26.53,161243,0.23,65.95,0.08,0.08,0.26,25.2,70.29,13.34,13.95,1.38,71.41,14.51,7.23,0.8,1
E07000192,40,7.13,1.78,3.22,30.72,57.97,11.31,12.36,55.14,8.67,2.6,4.58,1.01,0.29,97.74,6.78,78.77,6.4,2.33,2.44,10.86,12.58,10.08,37.31,26.9,49.55,12.01,31.24,97462,0.17,69.15,0.13,0.01,0.22,23.67,69.12,12.14,16.92,3.16,80.78,8.11,3.29,1.75,1
E07000193,40,6.6,1.27,2.23,29.57,60.87,9.55,2.94,55.34,8.64,2.72,3.82,6.92,0.9,90.42,4.94,81.59,6.56,2.65,2.77,11.37,10.28,9.68,36.36,29.25,50.24,11.91,30.5,113583,0.25,64.17,0.28,0.04,6,22.04,69.58,15.14,13.47,2.96,73.14,12.32,5.13,1.2,1
E07000194,44,7.61,1.35,2.53,28.36,60.48,11.16,3.04,53.14,10.45,2.4,3.39,1.61,0.48,96.77,5.12,81.7,7.35,3.45,2.91,12.28,10.28,8.2,40.44,24.32,54.92,10.78,27.03,100654,0.19,68.83,0.3,0.07,0.45,22.96,75.57,9.54,13.21,2.11,77.2,7.84,6.68,3.63,1
E07000195,41,7.46,1.59,2.84,27.1,62.2,10.69,5.87,51.56,7.57,3.89,3.66,2.84,0.67,94.99,6.49,79.14,6.6,2.57,3.15,8.98,10.3,9.55,34.73,30.88,47.47,11.21,33.46,123871,0.37,65.68,0.42,0.06,1.12,25.13,69.11,10.48,18.72,4.63,78.5,8.76,3.98,0.93,1
E07000196,45,8.46,1.59,2.47,27.75,59.87,12.38,2.65,53.54,10.47,2.57,3.31,1.96,0.53,95.9,5.37,80.85,7.12,2.93,2.73,10.89,9.04,8.3,40.76,25.28,55.08,10.01,26.92,108131,0.17,73.34,0.38,0.01,0.34,18.4,75.73,8.48,13.93,3.22,80.57,5.71,5.44,2.64,1
E07000197,43,7.8,1.31,2.39,27.09,63.58,9.33,2.19,54.52,9.12,3.42,3.11,2.51,0.85,94.99,5.05,81.72,6.48,3.08,3.35,11.57,9.54,8.36,37.32,29.15,52.06,11.46,29.23,130869,0.35,67.85,0.65,0.05,0.88,22.82,71.59,12.94,13.68,2.82,73.06,11.48,6.28,2.06,1
E07000198,45,8.56,1.59,2.78,26.17,62.64,11.19,1.69,52.66,11.34,2.53,2.82,0.52,0.12,98.68,5.92,79.22,6.84,3.09,2.59,11.67,9.46,8.42,38.66,28.12,54.17,10.86,26.63,97106,0.15,72.82,0.07,0.02,0.2,19.58,79.69,9.82,8.86,2.42,78.72,9.24,6.75,0.79,1
E07000199,39,6.24,1.49,2.84,31.97,56.73,11.3,24.9,58.21,7.11,2.69,4.47,0.99,0.51,97.33,5.74,80.84,6.34,2.43,2.31,10.19,11.72,11.57,37.48,26.08,49.11,12.78,31.72,76813,0.17,63.31,0.22,0.01,0.31,29.34,68.24,10.99,19.32,3.76,78.5,8.41,3.26,2.16,1
E07000200,45,7.77,1.16,2.14,26.51,64.27,9.22,1.48,52.34,12.72,2.27,2.98,0.76,0.3,97.84,4.34,82.41,8.56,3.16,3.12,12.3,9.41,8.06,38.54,28.17,54.93,11.64,25.54,87740,0.24,63.22,0.1,0.13,0.22,28.4,71.91,12.56,13.09,2.22,72.53,10.28,7.7,3.78,1
E07000202,36,6.14,1.3,2.35,29.34,61.7,8.97,33.84,57.72,7.31,3.11,5.36,4.3,2.32,88.91,5.07,81.4,7.12,2.16,2.96,8.76,12.3,10.91,30.81,32.3,43.72,12.8,37.02,133384,0.37,53.08,0.83,0.06,2.68,35,56.66,19.93,21.59,7.74,62.98,16.69,3.38,2.57,1
E07000203,44,7.67,1.09,2.06,28.1,62.83,9.07,1.11,54.21,13,2.46,2.55,0.67,0.38,97.87,3.95,83.19,9.1,2.98,2.91,13.53,9.88,7.61,41.46,25.35,56.73,11.33,24.92,96731,0.22,63.75,0.11,0.08,0.16,27.55,75.08,11.2,11.27,1.48,74.21,8.38,8.57,3.05,1
E07000207,40,6.61,0.84,1.43,33.37,57.86,8.78,13.77,53.65,14.74,2.31,2.67,5.41,0.77,90.26,3.12,87.44,7.21,4.94,2.79,15.96,8.79,7.71,41.36,27.53,55.34,10.48,27.49,130875,0.52,64.16,1.22,0.61,1.84,23.39,73.05,15.13,9.86,2.13,54.79,6.2,9.71,21.78,1
E07000208,40,7.05,1.09,1.62,31.89,57.23,10.87,22.04,55.56,11.73,3.54,2.73,8.63,1.5,85.89,3.4,85.97,7.46,3.43,3.01,11.46,8.34,8.61,40.45,25.95,53.08,9.35,30.99,75102,0.64,61.55,2.55,0.32,3.03,24.31,76.99,13.3,8.02,3.87,55.08,8.22,6.01,21.8,1
E07000209,38,6.74,0.89,1.54,28.97,62.34,8.69,5.06,53.28,11.29,4.9,2.69,4.82,1.21,90.91,3.15,87.05,8.23,3.8,3.51,12.77,9.34,7.05,39.1,26.72,49.58,9.43,35.21,137183,0.61,60.23,0.95,0.23,1.98,27.78,68.83,15.79,12.8,3.42,61.01,11.99,7.75,11.66,1
E07000210,44,7.88,0.9,1.65,28.05,62.79,9.15,3.3,53.02,14.71,2.42,2.52,2.55,0.47,95.07,3.56,85.19,8.25,3.89,3.07,13.1,8.2,7.03,39.25,29.24,55.14,10.61,26.67,85375,0.39,64.33,0.66,0.25,0.78,25.2,73.58,11.92,12.21,1.45,62.18,9.71,9.73,13.29,1
E07000211,40,6.82,1.03,1.65,31.07,59.26,9.67,10.67,57.52,12.28,2.51,2.92,5.07,1.57,90.6,3.63,85.58,6.81,3.67,2.72,11.96,10.38,8.21,39.45,27.36,51.7,10.6,30.76,137835,0.45,61.9,1.36,0.21,1.91,26.31,73.05,12.94,11.92,2.91,62.16,9.02,6.73,15.57,1
E07000212,39,6.47,1.01,1.72,27.67,63.06,9.27,10.32,53.41,10.68,4.79,2.73,6.91,1.07,88.97,3.69,85.42,7.71,3.83,3.32,12.12,9.17,7.93,35.84,30.07,47.21,10.67,35.49,80510,0.63,63.39,1.47,0.31,1.93,23.97,69.48,15.2,12.87,1.86,68.29,9.85,6.09,8.96,1
E07000213,41,7.01,1.2,2.08,29.45,59.33,11.22,21.3,59.72,10.03,2.47,3.26,7.63,1.62,87.3,4.1,83.86,5.94,3.33,2.59,10.13,9.64,9.27,36.09,28.5,50.12,11.41,31.45,95598,0.44,63.76,2.44,0.22,1.89,22.5,72.56,12.66,12.43,5.17,69.57,6.3,4.77,9.33,1
E07000214,41,6.67,0.96,1.54,32.16,57.23,10.61,9.06,57.77,11.76,2.85,2.77,6.26,1,90.19,3.23,86.77,7.1,3.71,2.88,13.22,9.07,7.35,43.51,23.45,56.36,10.2,27.11,86144,0.85,63.44,1.59,0.19,1.87,23.93,76.82,12.14,9.21,1.91,73.38,7.27,7.68,6.28,1
E07000215,43,7.52,1.03,1.74,30.4,59.59,10.02,3.34,54.24,14.25,2.23,2.77,2.61,1.06,93.83,3.76,84.86,7.51,3.96,2.92,13.05,9.84,8.04,39.62,26.72,52.99,11.02,28.79,82998,0.36,64.87,0.74,0.16,0.72,25.27,75.89,11,10.83,2.37,60.81,6.97,8.56,18.56,1
E07000216,42,7.43,0.91,1.54,29.26,62.12,8.63,3.52,52.19,14.52,2.88,2.42,1.88,0.44,96.01,3.26,86.24,8.66,4.03,3.23,13.94,8.16,6.93,40.88,27.8,55.43,10.23,26.9,121572,0.36,65.16,0.26,0.19,0.65,25.29,73.65,11.32,12.31,1.69,64.26,9.24,10.19,11.54,1
E07000217,38,6.72,0.98,1.58,31.91,58.62,9.47,15.6,57.6,11.52,3.02,3.22,11.55,1.39,83.6,3.39,86.34,6.62,3.6,2.88,12.24,9.44,7.44,40.47,26.6,53.82,10.13,29.93,99198,0.68,58.82,1.97,0.22,7.38,23.12,70.51,15.67,11.92,2.33,61.54,8.9,6.62,16.3,1
E07000218,43,7.74,1.49,2.9,28.37,59.67,11.95,2.18,55.69,10.17,2.34,3.6,0.94,0.28,97.9,5.98,79.95,6.35,3.32,2.25,11.15,11.28,9.33,38.37,26.25,51.84,11.63,29.13,62014,0.15,70.29,0.24,0.02,0.18,21.91,72.39,11.29,14.41,2.88,79.92,7.22,5.43,1.74,1
E07000219,40,6.83,1.59,2.94,30.24,58.99,10.77,15.86,56.48,6.82,2.73,4.74,6.29,0.84,91.33,6.21,79.31,5.95,2.23,2.32,8.46,10.42,10.83,35.93,28.63,49.83,12.05,30.7,125252,0.34,63.57,1.1,0.01,2.31,24.05,71.36,12.68,14.48,4.45,77.84,9.3,3.24,1.35,1
E07000220,40,7.11,1.21,2.06,29.8,61.56,8.64,2.85,58.43,8.94,2.51,3.59,5.22,1.99,90.5,4.47,82.95,5.93,3.22,2.4,10.99,10.63,9.23,36.4,28.14,51.04,12.04,29.96,100075,0.37,63.74,2.29,0.06,1.24,24.26,69.46,14.1,14.31,2.28,74.52,10.38,5.48,2.62,1
E07000221,46,8.04,1.17,2.12,26.23,64.59,9.19,1.23,52.97,14.11,2.57,2.46,1.22,0.22,97.36,4.24,83.05,7.89,3.74,2.94,13.12,8.56,7.74,38.32,28.51,55.08,11.39,25.59,120485,0.27,70.3,0.21,0.12,0.23,21.21,71.84,12.7,12.93,1.78,72.39,10.36,9.97,2.02,1
E07000222,39,7.06,1,1.71,26.61,64.92,8.47,4.87,54.93,9.76,3.53,3.03,7.22,0.71,89.15,4.03,84.55,6.93,3.6,3.4,10.36,9.7,8.61,33.5,31.7,46.77,10.7,35.91,137648,0.38,58.25,1.19,0.19,0.94,27.5,66.65,17.92,13.41,3.68,69.58,12.01,6.77,3.46,1
E07000223,44,7.31,1.36,2.68,25.9,64.4,9.69,14.63,53.53,11.41,2.52,3.34,1.73,0.51,95.88,5.75,79.24,7.11,2.59,3.07,9.09,10.31,9.52,31.87,31.73,48.23,13.2,29.59,61182,0.34,58.56,0.23,0.36,1,31.32,73.76,11.42,13.07,5.61,66.99,8.42,5.31,7.67,1
E07000224,47,7.2,1.32,2.55,23.22,68.61,8.17,6.77,50.29,11.17,2.69,3.34,1.42,0.36,97.06,5.66,78.75,7.75,3.01,3.27,10.15,8.56,8.19,31,33.01,50.26,13.03,26.8,149518,0.28,65.29,0.2,0.16,0.54,25.3,73.84,15.31,8.82,2.44,70.9,10.15,6.13,4.74,1
E07000225,46,7.84,1.05,2.08,23.73,68.17,8.1,1.45,48.41,14.53,3.49,2.8,1.42,0.46,96.95,4.32,82.59,8.94,3.87,3.64,12.63,7.81,7.47,33.93,31.99,52.35,11.6,27.11,113794,0.43,66.13,0.24,0.14,0.37,24.56,67.17,14.89,14.86,1.96,64.43,13.26,9.53,4.89,1
E07000226,35,5.98,1.33,1.98,32.94,57.19,9.87,23.7,61.56,7.78,3.06,4.51,12.97,3.25,79.91,4.42,83.52,5.68,2.51,2.57,8.55,10.11,11.4,34.1,28.39,46.91,12.1,34.73,106597,0.38,54.21,4.59,0.09,7.21,26.04,59.04,14.54,23.86,10.88,65.06,8.74,2.96,8.17,1
E07000227,44,7.72,0.94,1.73,28.27,62.85,8.88,2.48,55.08,12.95,2.67,2.71,1.97,0.5,96.01,3.53,85.37,8.41,3.72,3.11,12.21,8.81,7.16,40.06,28.18,55.54,11,26.15,131301,0.32,63.45,0.27,0.15,0.51,26.93,74.52,11.8,11.56,1.75,69.44,9.97,8.59,7.27,1
E07000228,42,7.42,0.93,1.65,29.69,60.45,9.86,4.19,57.33,12.43,2.64,2.43,2.69,0.56,95.11,3.54,85.78,7.64,3.32,2.94,11.49,9.14,7.78,40.19,27.47,53.87,11.02,28.04,139860,0.36,62.75,0.61,0.2,0.81,26.61,74.31,12.75,10.61,1.52,63.5,11.14,7.57,13.33,1
E07000229,42,6.95,1.26,2.19,25.83,66.41,7.76,32.21,54.78,10.74,3.16,3.47,3.22,0.83,93.78,5.26,80.32,7.13,2.93,3.16,8.98,9.61,9.03,30,35.9,45.94,14.04,31.48,104640,0.57,58.12,0.52,0.22,1.29,30.18,69.34,19.35,9.98,3.14,63.39,14.35,5.57,6.57,1
E07000234,44,8.25,1.39,2.32,29,60.32,10.69,4.32,54.71,11.46,2.55,3.05,2.06,0.47,95.79,4.82,82.49,7.07,3.43,2.91,11.23,8.96,8.52,40.17,26.22,54.54,10.71,26.85,93637,0.2,68.89,0.34,0.1,0.54,22.05,79.49,8.8,9.97,2.35,77.67,6.97,6.51,4.25,1
E07000235,47,8.77,1.34,2.47,24.65,66.36,8.99,1.29,48.11,14.22,2.28,3.16,1.21,0.2,97.6,5.3,80.64,7.83,3.83,3.38,12.26,8.7,7.87,35.99,29.66,53.82,11.37,26.15,74631,0.25,67.53,0.15,0.08,0.26,23.86,71.86,11.55,14.12,1.41,73.1,8.95,10.94,2.18,1
